controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
pid,normal,0.1165106325571757,0.10883132002578776,0.21995952732541188,1.0,2.4
adrc,normal,0.07952171465625862,0.0772218504979287,0.21216685136190697,1.0,1.3
mppi_l1,normal,0.09314920417188645,0.08457443661802125,0.17370106282182335,1.0,3.0
mpc,normal,0.14247418897602082,0.13972210329503312,0.2772954988688331,1.0,26.5
datt,normal,0.12204959922978881,0.12018930533666664,0.27480859559109144,1.0,1.4
