controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
datt,slow,0.05665221019423149,0.04578844488250994,0.08766982662197016,1.0,5.9
datt,normal,0.10862296782275196,0.10220080840646599,0.14762616542107293,1.0,1.8
datt,fast,0.181614243589757,0.17692153698054128,0.25146811759152177,1.0,1.1
