controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
adrc_adaptive,normal,0.08874395348652732,0.08663434093156132,0.1534638919153273,1.0,2.8
adrc,normal,0.0556457008441361,0.05443660282151979,0.1253931838913135,1.0,1.3
