controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
adrc_adaptive,normal,0.07382241448839755,0.07190348399602896,0.1406018150456169,1.0,3.1
adrc,normal,0.05281592697689505,0.05128848521593592,0.13691278092999856,1.0,1.7
