controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
datt,slow,0.03162404453301513,0.01967207391191045,0.04215691644746414,1.0,4.9
datt,normal,0.04819305483071574,0.03989207272705696,0.0817804355342731,1.0,1.2
datt,fast,0.09878037856134586,0.09486266806951844,0.20942790234227962,1.0,0.8
