controller,trajectory,rmse_3d,rmse_xy,max_err,warmup_excluded_s,wall_time_s
mpc_offsetfree,normal,0.09161526967482103,0.06866282858363447,0.673645219063262,1.0,32.8
mpc_offsetfree,fast,0.06572703299193644,0.060097973812879256,0.15527477139382379,1.0,45.2
